DCTPep_ID,Cell_Line,Disease,Cancer_Classified,Assay,Activity,Testing_Time,Literature
DCTPep00197,Molt-4,Adult T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,IC50=17 µg/ml,48 h,1
DCTPep00197,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=17.6 µg/ml,48 h,1
DCTPep00197,OVCAR-4,High grade ovarian serous adenocarcinoma,Carcinoma,MTT assay,IC50=17.6 µg/ml,48 h,1
DCTPep00197,SR,"Anaplastic large cell lymphoma, ALK-positive; ALK-positive anaplastic large cell lymphoma",Lymphoma,MTT assay,IC50=20.2 µg/ml,48 h,1
DCTPep00197,T-47D,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=23.9 µg/ml,48 h,1
DCTPep00197,HOP-92,Lung non-small cell carcinoma,Carcinoma,MTT assay,IC50=7.2 µg/ml,48 h,1
DCTPep00197,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=8.2 µg/ml,48 h,1
DCTPep00197,SK-MEL-5,Cutaneous melanoma,Carcinoma,MTT assay,IC50=8.9 µg/ml,48 h,1
DCTPep00197,IGROV-1,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=9 µg/ml,48 h,1
DCTPep00197,LOX-IMVI,Amelanotic melanoma,Carcinoma,MTT assay,IC50=9.5 µg/ml,48 h,1
DCTPep00197,SF539,Gliosarcoma,Sarcoma,MTT assay,IC50=9.5 µg/ml,48 h,1
DCTPep00199,HCT 116,Colon carcinoma,Carcinoma,MTT assay,~80% Cytotoxicity at 100 µM,24 h,1
DCTPep00200,MDA-MB-361,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=80 µg/ml,Not available,1
DCTPep00200,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=90 µg/ml,Not available,1
DCTPep00201,MDA-MB-361,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=10 µg/ml,Not available,1
DCTPep00201,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=15 µg/ml,Not available,1
DCTPep00201,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=17 µg/ml,Not available,1
DCTPep00201,MDA-MB-361,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=17 µg/ml,Not available,1
DCTPep00203,Mia PaCa-2,Pancreatic ductal adenocarcinoma,Carcinoma,MTT assay,100% Cytotoxicity=75μM,48 h,1
DCTPep00204,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,Not active up to 100 µM,4h,1
DCTPep00205,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LD50=12 μM,Not available,1
DCTPep00206,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LD50=6 μM,Not available,1
DCTPep00207,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LD50=16 μM,Not available,1
DCTPep00208,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LD50=11 μM,Not available,1
DCTPep00209,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LD50=14 μM,Not available,1
DCTPep00210,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LD50=20 μM,Not available,1
DCTPep00211,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=54 µM,24 h,1
DCTPep00212,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=12 µM,24 h,1
DCTPep00212,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=27.84 μM,6 h,2
DCTPep00212,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=31.78 μM,1 h,2
DCTPep00212,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=31.91 μM,24 h,2
DCTPep00212,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=34.5 μM,48 h,2
DCTPep00212,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=36.31 μM,24 h,2
DCTPep00212,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=36.9 μM,1 h,2
DCTPep00212,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=37.1 μM,6 h,2
DCTPep00212,BCaP-37,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=37.33 μM,1 h,2
DCTPep00212,BCaP-37,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=38.39 μM,48 h,2
DCTPep00212,BCaP-37,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=38.5 μM,6 h,2
DCTPep00212,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=38.96 μM,48 h,2
DCTPep00212,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=38.98 μM,24 h,2
DCTPep00212,BCaP-37,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=39.42 μM,24 h,2
DCTPep00212,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=40.16 μM,48 h,2
DCTPep00212,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=40.6 μM,6 h,2
DCTPep00212,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=43.87 μM,1 h,2
DCTPep00212,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=44.92 μM,1 h,2
DCTPep00212,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=46.73 μM,6 h,2
DCTPep00212,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=47.73 μM,48 h,2
DCTPep00212,SMMC-7721,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=50.32 μM,24 h,2
DCTPep00212,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=52.09 μM,48 h,2
DCTPep00212,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=52.82 μM,1 h,2
DCTPep00212,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=53.12 μM,6 h,2
DCTPep00212,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=53.31 μM,24 h,2
DCTPep00212,MDA-MB-231,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=54.95 μM,48 h,2
DCTPep00212,BGC-823,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=55.16 μM,6 h,2
DCTPep00212,BGC-823,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=56.47 μM,1 h,2
DCTPep00212,MDA-MB-231,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=57.94 μM,24 h,2
DCTPep00212,LK-2,Lung squamous cell carcinoma,Carcinoma,MTT assay,IC50=58.32 μM,1 h,2
DCTPep00212,NCI-H446,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,MTT assay,IC50=59.45 μM,1 h,2
DCTPep00212,MDA-MB-231,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=60.38 μM,6 h,2
DCTPep00212,LK-2,Lung squamous cell carcinoma,Carcinoma,MTT assay,IC50=61.57 μM,48 h,2
DCTPep00212,BGC-823,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=61.63 μM,24 h,2
DCTPep00212,LK-2,Lung squamous cell carcinoma,Carcinoma,MTT assay,IC50=61.73 μM,6 h,2
DCTPep00212,HO-8910,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=62.84 μM,1 h,2
DCTPep00212,BGC-823,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=63.2 μM,48 h,2
DCTPep00212,MDA-MB-231,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=63.26 μM,1 h,2
DCTPep00212,LK-2,Lung squamous cell carcinoma,Carcinoma,MTT assay,IC50=63.4 μM,24 h,2
DCTPep00212,HO-8910,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=64.75 μM,24 h,2
DCTPep00212,NCI-H446,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,MTT assay,IC50=64.81 μM,6 h,2
DCTPep00212,NCI-H446,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,MTT assay,IC50=65.29 μM,48 h,2
DCTPep00212,HO-8910,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=66.55 μM,48 h,2
DCTPep00212,HO-8910,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=66.68 μM,6 h,2
DCTPep00212,NCI-H446,Lung small cell carcinoma; Small cell lung cancer,Carcinoma,MTT assay,IC50=67.66 μM,24 h,2
DCTPep00212,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=88.91 μM,1 h,2
DCTPep00212,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>100 μM,6 h,2
DCTPep00212,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>100 μM,24 h,2
DCTPep00212,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>100 μM,48 h,2
DCTPep00213,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=56 µM,24 h,1
DCTPep00214,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50>200 µM,24 h,1
DCTPep00215,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=0.15±0.08nM,72h,1
DCTPep00215,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=11.20±0.02nM,72h,1
DCTPep00215,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=15.80±0.09nM,72h,1
DCTPep00215,PC-12,Lung papillary adenocarcinoma,Carcinoma,MTT assay,IC50=7.71±0.24nM,72h,1
DCTPep00216,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=0.15±0.08nM,72h,1
DCTPep00216,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=11.20±0.02nM,72h,1
DCTPep00216,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=15.80±0.09nM,72h,1
DCTPep00216,PC-12,Lung papillary adenocarcinoma,Carcinoma,MTT assay,IC50=7.71±0.24nM,72h,1
DCTPep00218,Ramos,Burkitt lymphoma; Burkitt lymphoma,Lymphoma,MTT assay,IC50=10 µM,24 h,1
DCTPep00218,Raji,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,MTT assay,IC50=13 µM,24 h,1
DCTPep00218,Kelly,Neuroblastoma,Blastoma,MTT assay,IC50=141 ± 3 µM,30 min,2
DCTPep00218,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=148±8 µM,24 h,1
DCTPep00218,SU-DHL-4,Diffuse large B-cell lymphoma germinal center B-cell type; Diffuse large B-cell lymphoma,Lymphoma,MTT assay,IC50=16 µM,24 h,1
DCTPep00218,KMS-5,Plasma cell myeloma; Multiple myeloma,Carcinoma,MTT assay,IC50=38 µM,24 h,1
DCTPep00218,FEMX-I,Melanoma,Carcinoma,MTT assay,IC50=40±7 µM,24 h,1
DCTPep00218,U266B1,Plasma cell myeloma; Multiple myeloma,Carcinoma,MTT assay,IC50=55 µM,24 h,1
DCTPep00218,KMM-1,Plasma cell myeloma; Multiple myeloma,Carcinoma,MTT assay,IC50=57 µM,24 h,1
DCTPep00218,MT-1,Human mammary carcinoma,Carcinoma,MTT assay,IC50>160 µM,30 min,2
DCTPep00219,FEMX-I,Melanoma,Carcinoma,MTT assay,IC50=30±3 µM,30 min,1
DCTPep00219,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=55±14 µM,30 min,1
DCTPep00220,PC-3,Prostate carcinoma,Carcinoma,MTT assay,IC50=20.3±1.0µM,24h,1
DCTPep00220,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=21.2±0.8µM,24h,1
DCTPep00220,EJ,Endometrial Adenocarcinoma,Carcinoma,MTT assay,IC50=21.6±1.2µM,24h,1
DCTPep00221,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL7 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50>36 µM,3h,1
DCTPep00222,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL6 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50>36 µM,3h,1
DCTPep00223,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL8 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50>36 µM,3h,1
DCTPep00224,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL5 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50=0.7 µM,3h,1
DCTPep00225,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL4 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50=18 µM,3h,1
DCTPep00226,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL3 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50=18 µM,3h,1
DCTPep00227,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Hoechst 33342 and PI assay,EC50=12 µM,3h,1
DCTPep00228,HT-29,Colon adenocarcinoma,Carcinoma,NR uptake assay ,IC50=48.3±3.5µM,24-96h,1
DCTPep00229,A-375,Amelanotic melanoma,Carcinoma,MTT assay,"86 ± 0.57% cell viability at 10 µM, 63.8 ± 0.8% cell viability at 20 µM, 47.5 ± 1.66% cell viability at 40 µM, 26.9 ± 0.5% cell viability at 60 µM, 6.5 ± 1.07% cell viability at 80 µM",Not available,1
DCTPep00229,M14,Amelanotic melanoma,Carcinoma,MTT assay,"92.2 ± 1.02% cell viability at 10 µM, 71.1 ± 2.84% cell viability at 20 µM, 50 ± 3.09% cell viability at 40 µM, 31.5 ± 1.49% cell viability at 60 µM, 13.8 ± 1.44% cell viability at 80 µM",Not available,1
DCTPep00231,RenCa,Mouse kidney carcinoma,Carcinoma,MTT assay,LC50=1.3 µM,24 h,1
DCTPep00231,B16-F10,Mouse melanoma,Carcinoma,MTT assay,LC50=1.75 µM,24 h,1
DCTPep00231,WM1158,Melanoma,Carcinoma,MTT assay,LC50=4.1 µM,24 h,1
DCTPep00231,4T1,Malignant neoplasms of the mouse mammary gland,Carcinoma,MTT assay,LC50=6.2 µM,24 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,35.2 % Cell viability at 100 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,41.1 % Cell viability at 75 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,48.6 % Cell viability at 100 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,49.7 % Cell viability at 50 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,54.2 % Cell viability at 100 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,54.3 % Cell viability at 100 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,62.8 % Cell viability at 75 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,63.3 % Cell viability at 25 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,71.5 % Cell viability at 75 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,72.1 % Cell viability at 12.5 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,75.6 % Cell viability at 50 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,76.3% Cell viability at 50 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,84.1% Cell viability at 25 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,87.3 % Cell viability at 25 µM,48 h,1
DCTPep00232,BEL-7402,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Trypan blue assay,91.8% Cell viability at 12.5 µM,48 h,1
DCTPep00233,B16-F10,Mouse melanoma,Carcinoma,MTT assay,40% inhibition at 5µg/ml,72 h,1
DCTPep00233,B16-F10,Mouse melanoma,Carcinoma,MTT assay,50% inhibition at 2.5µg/ml,72 h,1
DCTPep00233,B16-F10,Mouse melanoma,Carcinoma,MTT assay,75% inhibition at 10µg/ml,72 h,1
DCTPep00234,B16-F10,Mouse melanoma,Carcinoma,MTT assay,40% inhibition at 2.5µg/ml,72 h,1
DCTPep00234,B16-F10,Mouse melanoma,Carcinoma,MTT assay,42% inhibition at 5µg/ml,72 h,1
DCTPep00234,B16-F10,Mouse melanoma,Carcinoma,MTT assay,52% inhibition at 10µg/ml,72 h,1
DCTPep00235,B16-F10,Mouse melanoma,Carcinoma,MTT assay,60% inhibition at 11µg/ml,73 h,1
DCTPep00236,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Nonclonogenic fluorometric microculture cytotoxicity assay,IC50=26 μM,72 h,1
DCTPep00237,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Nonclonogenic fluorometric microculture cytotoxicity assay,IC50=0.76 μM,72 h,1
DCTPep00238,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Nonclonogenic fluorometric microculture cytotoxicity assay,IC50=3.5 μM,72 h,1
DCTPep00239,L5178Y,Mouse leukemia,Leukemia,MTT assay,ED50=0.39µM,72h,1
DCTPep00239,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,ED50=3.4µM,72h,1
DCTPep00239,PC-12,Lung papillary adenocarcinoma,Carcinoma,MTT assay,ED50=3.8µM,72h,1
DCTPep00240,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,ED50>9µM,72h,1
DCTPep00240,L5178Y,Mouse leukemia,Leukemia,MTT assay,ED50>9µM,72h,1
DCTPep00240,PC-12,Lung papillary adenocarcinoma,Carcinoma,MTT assay,ED50>9µM,72h,1
DCTPep00241,L5178Y,Mouse leukemia,Leukemia,MTT assay,ED50=3.03µM,72h,1
DCTPep00242,L5178Y,Mouse leukemia,Leukemia,MTT assay,ED50=0.48µM,72h,1
DCTPep00243,L5178Y,Mouse leukemia,Leukemia,MTT assay,ED50=0.41µM,72h,1
DCTPep00243,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,ED50=4.43µM,72h,1
DCTPep00243,PC-12,Lung papillary adenocarcinoma,Carcinoma,MTT assay,ED50>8µM,72h,1
DCTPep00244,A2058,Amelanotic melanoma,Carcinoma,MTT assay,30% viablity=100 µM,48 h,1
DCTPep00244,SK-MEL-28,Cutaneous melanoma,Carcinoma,MTT assay,35-40% viablity=100 µM,48 h,1
DCTPep00244,B16-F10,Mouse melanoma,Carcinoma,MTT assay,50% viablity=100 µM,48 h,1
DCTPep00244,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,50% viablity=100 µM,48 h,1
DCTPep00244,MDA-MB-231,Breast adenocarcinoma,Carcinoma,MTT assay,55% viablity=100 µM,48 h,1
DCTPep00244,SK-MEL-25,Melanoma,Carcinoma,MTT assay,55-60% viablity=100 µM,48 h,1
DCTPep00244,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTT assay,90% viablity=100 µM,48 h,1
DCTPep00245,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,35-40% viablity=10 µM,Not available,1
DCTPep00245,PC-3,Prostate carcinoma,Carcinoma,MTT assay,60% viablity=10 µM,Not available,1
DCTPep00247,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,B16,Mouse melanoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,RD,Embryonal rhabdomyosarcoma,Sarcoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00247,SW1116,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=37.7 μmol/L,36 h,1
DCTPep00248,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,B16,Mouse melanoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,RD,Embryonal rhabdomyosarcoma,Sarcoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00248,SW1116,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=16.4 μmol/L,36 h,1
DCTPep00249,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,B16,Mouse melanoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,RD,Embryonal rhabdomyosarcoma,Sarcoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00249,SW1116,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00250,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=15.6 μmol/L,36 h,1
DCTPep00250,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50=59.8 μmol/L,36 h,1
DCTPep00250,B16,Mouse melanoma,Carcinoma,MTT assay,IC50=63.5 μmol/L,36 h,1
DCTPep00250,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=64.7 μmol/L,36 h,1
DCTPep00250,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=70.8 μmol/L,36 h,1
DCTPep00250,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=71 μmol/L,36 h,1
DCTPep00250,RD,Embryonal rhabdomyosarcoma,Sarcoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00250,SW1116,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00251,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=14 μmol/L,36 h,1
DCTPep00251,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=53 μmol/L,36 h,1
DCTPep00251,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=58.6 μmol/L,36 h,1
DCTPep00251,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50=58.7 μmol/L,36 h,1
DCTPep00251,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=62.3 μmol/L,36 h,1
DCTPep00251,B16,Mouse melanoma,Carcinoma,MTT assay,IC50=62.5 μmol/L,36 h,1
DCTPep00251,RD,Embryonal rhabdomyosarcoma,Sarcoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00251,SW1116,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>83.6 μmol/L,36 h,1
DCTPep00252,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=10.4 μmol/L,36 h,1
DCTPep00252,SW1116,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=11.1 μmol/L,36 h,1
DCTPep00252,B16,Mouse melanoma,Carcinoma,MTT assay,IC50=11.5 μmol/L,36 h,1
DCTPep00252,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=15.8 μmol/L,36 h,1
DCTPep00252,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50=17.8 μmol/L,36 h,1
DCTPep00252,RD,Embryonal rhabdomyosarcoma,Sarcoma,MTT assay,IC50=25.2 μmol/L,36 h,1
DCTPep00252,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=33 μmol/L,36 h,1
DCTPep00252,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=4.7 μmol/L,36 h,1
DCTPep00253,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=11.1 μmol/L,36 h,1
DCTPep00253,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=3.8 μmol/L,36 h,1
DCTPep00253,A-375,Amelanotic melanoma,Carcinoma,MTT assay,IC50=4.3 μmol/L,36 h,1
DCTPep00253,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=4.4 μmol/L,36 h,1
DCTPep00253,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=5 μmol/L,36 h,1
